child_num,hex_id,dns_mapping,notes
237,6kgrxlaeaaaa,0.0.0.0.0.0.1.0.4.5.6.5.1.2.3.20.h3.vichex.ca.,
238,6kgrunaeaaaa,0.0.0.0.0.0.1.0.4.6.0.5.1.2.3.20.h3.vichex.ca.,
239,6kgru5aeaaaa,0.0.0.0.0.0.1.0.4.6.1.5.1.2.3.20.h3.vichex.ca.,
240,6kgrvnaeaaaa,0.0.0.0.0.0.1.0.4.6.2.5.1.2.3.20.h3.vichex.ca.,
241,6kgrv5aeaaaa,0.0.0.0.0.0.1.0.4.6.3.5.1.2.3.20.h3.vichex.ca.,
242,6kgrwnaeaaaa,0.0.0.0.0.0.1.0.4.6.4.5.1.2.3.20.h3.vichex.ca.,
243,6kgrw5aeaaaa,0.0.0.0.0.0.1.0.4.6.5.5.1.2.3.20.h3.vichex.ca.,
244,6kgrxnaeaaaa,0.0.0.0.0.0.1.0.4.6.6.5.1.2.3.20.h3.vichex.ca.,
245,6kgrubieaaaa,0.0.0.0.0.0.1.0.5.0.0.5.1.2.3.20.h3.vichex.ca.,
246,6kgrurieaaaa,0.0.0.0.0.0.1.0.5.0.1.5.1.2.3.20.h3.vichex.ca.,
247,6kgrvbieaaaa,0.0.0.0.0.0.1.0.5.0.2.5.1.2.3.20.h3.vichex.ca.,
248,6kgrvrieaaaa,0.0.0.0.0.0.1.0.5.0.3.5.1.2.3.20.h3.vichex.ca.,
249,6kgrwbieaaaa,0.0.0.0.0.0.1.0.5.0.4.5.1.2.3.20.h3.vichex.ca.,
250,6kgrwrieaaaa,0.0.0.0.0.0.1.0.5.0.5.5.1.2.3.20.h3.vichex.ca.,
251,6kgrxbieaaaa,0.0.0.0.0.0.1.0.5.0.6.5.1.2.3.20.h3.vichex.ca.,
252,6kgrudieaaaa,0.0.0.0.0.0.1.0.5.1.0.5.1.2.3.20.h3.vichex.ca.,
253,6kgrutieaaaa,0.0.0.0.0.0.1.0.5.1.1.5.1.2.3.20.h3.vichex.ca.,
254,6kgrvdieaaaa,0.0.0.0.0.0.1.0.5.1.2.5.1.2.3.20.h3.vichex.ca.,
255,6kgrvtieaaaa,0.0.0.0.0.0.1.0.5.1.3.5.1.2.3.20.h3.vichex.ca.,
256,6kgrwdieaaaa,0.0.0.0.0.0.1.0.5.1.4.5.1.2.3.20.h3.vichex.ca.,
257,6kgrwtieaaaa,0.0.0.0.0.0.1.0.5.1.5.5.1.2.3.20.h3.vichex.ca.,
258,6kgrxdieaaaa,0.0.0.0.0.0.1.0.5.1.6.5.1.2.3.20.h3.vichex.ca.,
259,6kgrufieaaaa,0.0.0.0.0.0.1.0.5.2.0.5.1.2.3.20.h3.vichex.ca.,
260,6kgruvieaaaa,0.0.0.0.0.0.1.0.5.2.1.5.1.2.3.20.h3.vichex.ca.,
261,6kgrvfieaaaa,0.0.0.0.0.0.1.0.5.2.2.5.1.2.3.20.h3.vichex.ca.,
262,6kgrvvieaaaa,0.0.0.0.0.0.1.0.5.2.3.5.1.2.3.20.h3.vichex.ca.,
263,6kgrwfieaaaa,0.0.0.0.0.0.1.0.5.2.4.5.1.2.3.20.h3.vichex.ca.,
264,6kgrwvieaaaa,0.0.0.0.0.0.1.0.5.2.5.5.1.2.3.20.h3.vichex.ca.,
265,6kgrxfieaaaa,0.0.0.0.0.0.1.0.5.2.6.5.1.2.3.20.h3.vichex.ca.,
266,6kgruhieaaaa,0.0.0.0.0.0.1.0.5.3.0.5.1.2.3.20.h3.vichex.ca.,
267,6kgruxieaaaa,0.0.0.0.0.0.1.0.5.3.1.5.1.2.3.20.h3.vichex.ca.,
268,6kgrvhieaaaa,0.0.0.0.0.0.1.0.5.3.2.5.1.2.3.20.h3.vichex.ca.,
269,6kgrvxieaaaa,0.0.0.0.0.0.1.0.5.3.3.5.1.2.3.20.h3.vichex.ca.,
270,6kgrwhieaaaa,0.0.0.0.0.0.1.0.5.3.4.5.1.2.3.20.h3.vichex.ca.,
271,6kgrwxieaaaa,0.0.0.0.0.0.1.0.5.3.5.5.1.2.3.20.h3.vichex.ca.,
272,6kgrxhieaaaa,0.0.0.0.0.0.1.0.5.3.6.5.1.2.3.20.h3.vichex.ca.,
273,6kgrujieaaaa,0.0.0.0.0.0.1.0.5.4.0.5.1.2.3.20.h3.vichex.ca.,
274,6kgruzieaaaa,0.0.0.0.0.0.1.0.5.4.1.5.1.2.3.20.h3.vichex.ca.,
275,6kgrvjieaaaa,0.0.0.0.0.0.1.0.5.4.2.5.1.2.3.20.h3.vichex.ca.,
276,6kgrvzieaaaa,0.0.0.0.0.0.1.0.5.4.3.5.1.2.3.20.h3.vichex.ca.,
277,6kgrwjieaaaa,0.0.0.0.0.0.1.0.5.4.4.5.1.2.3.20.h3.vichex.ca.,
278,6kgrwzieaaaa,0.0.0.0.0.0.1.0.5.4.5.5.1.2.3.20.h3.vichex.ca.,
279,6kgrxjieaaaa,0.0.0.0.0.0.1.0.5.4.6.5.1.2.3.20.h3.vichex.ca.,
280,6kgrulieaaaa,0.0.0.0.0.0.1.0.5.5.0.5.1.2.3.20.h3.vichex.ca.,
281,6kgru3ieaaaa,0.0.0.0.0.0.1.0.5.5.1.5.1.2.3.20.h3.vichex.ca.,
282,6kgrvlieaaaa,0.0.0.0.0.0.1.0.5.5.2.5.1.2.3.20.h3.vichex.ca.,"Vic West Common Crawl"
283,6kgrv3ieaaaa,0.0.0.0.0.0.1.0.5.5.3.5.1.2.3.20.h3.vichex.ca.,
284,6kgrwlieaaaa,0.0.0.0.0.0.1.0.5.5.4.5.1.2.3.20.h3.vichex.ca.,
285,6kgrw3ieaaaa,0.0.0.0.0.0.1.0.5.5.5.5.1.2.3.20.h3.vichex.ca.,
286,6kgrxlieaaaa,0.0.0.0.0.0.1.0.5.5.6.5.1.2.3.20.h3.vichex.ca.,
287,6kgrunieaaaa,0.0.0.0.0.0.1.0.5.6.0.5.1.2.3.20.h3.vichex.ca.,
288,6kgru5ieaaaa,0.0.0.0.0.0.1.0.5.6.1.5.1.2.3.20.h3.vichex.ca.,
289,6kgrvnieaaaa,0.0.0.0.0.0.1.0.5.6.2.5.1.2.3.20.h3.vichex.ca.,
290,6kgrv5ieaaaa,0.0.0.0.0.0.1.0.5.6.3.5.1.2.3.20.h3.vichex.ca.,
291,6kgrwnieaaaa,0.0.0.0.0.0.1.0.5.6.4.5.1.2.3.20.h3.vichex.ca.,
292,6kgrw5ieaaaa,0.0.0.0.0.0.1.0.5.6.5.5.1.2.3.20.h3.vichex.ca.,
293,6kgrxnieaaaa,0.0.0.0.0.0.1.0.5.6.6.5.1.2.3.20.h3.vichex.ca.,
294,6kgrubqeaaaa,0.0.0.0.0.0.1.0.6.0.0.5.1.2.3.20.h3.vichex.ca.,
295,6kgrurqeaaaa,0.0.0.0.0.0.1.0.6.0.1.5.1.2.3.20.h3.vichex.ca.,
296,6kgrvbqeaaaa,0.0.0.0.0.0.1.0.6.0.2.5.1.2.3.20.h3.vichex.ca.,
297,6kgrvrqeaaaa,0.0.0.0.0.0.1.0.6.0.3.5.1.2.3.20.h3.vichex.ca.,
298,6kgrwbqeaaaa,0.0.0.0.0.0.1.0.6.0.4.5.1.2.3.20.h3.vichex.ca.,
299,6kgrwrqeaaaa,0.0.0.0.0.0.1.0.6.0.5.5.1.2.3.20.h3.vichex.ca.,
300,6kgrxbqeaaaa,0.0.0.0.0.0.1.0.6.0.6.5.1.2.3.20.h3.vichex.ca.,
301,6kgrudqeaaaa,0.0.0.0.0.0.1.0.6.1.0.5.1.2.3.20.h3.vichex.ca.,
302,6kgrutqeaaaa,0.0.0.0.0.0.1.0.6.1.1.5.1.2.3.20.h3.vichex.ca.,
303,6kgrvdqeaaaa,0.0.0.0.0.0.1.0.6.1.2.5.1.2.3.20.h3.vichex.ca.,
304,6kgrvtqeaaaa,0.0.0.0.0.0.1.0.6.1.3.5.1.2.3.20.h3.vichex.ca.,
305,6kgrwdqeaaaa,0.0.0.0.0.0.1.0.6.1.4.5.1.2.3.20.h3.vichex.ca.,
306,6kgrwtqeaaaa,0.0.0.0.0.0.1.0.6.1.5.5.1.2.3.20.h3.vichex.ca.,
307,6kgrxdqeaaaa,0.0.0.0.0.0.1.0.6.1.6.5.1.2.3.20.h3.vichex.ca.,
308,6kgrufqeaaaa,0.0.0.0.0.0.1.0.6.2.0.5.1.2.3.20.h3.vichex.ca.,
309,6kgruvqeaaaa,0.0.0.0.0.0.1.0.6.2.1.5.1.2.3.20.h3.vichex.ca.,
310,6kgrvfqeaaaa,0.0.0.0.0.0.1.0.6.2.2.5.1.2.3.20.h3.vichex.ca.,
311,6kgrvvqeaaaa,0.0.0.0.0.0.1.0.6.2.3.5.1.2.3.20.h3.vichex.ca.,
312,6kgrwfqeaaaa,0.0.0.0.0.0.1.0.6.2.4.5.1.2.3.20.h3.vichex.ca.,
313,6kgrwvqeaaaa,0.0.0.0.0.0.1.0.6.2.5.5.1.2.3.20.h3.vichex.ca.,
314,6kgrxfqeaaaa,0.0.0.0.0.0.1.0.6.2.6.5.1.2.3.20.h3.vichex.ca.,
315,6kgruhqeaaaa,0.0.0.0.0.0.1.0.6.3.0.5.1.2.3.20.h3.vichex.ca.,
316,6kgruxqeaaaa,0.0.0.0.0.0.1.0.6.3.1.5.1.2.3.20.h3.vichex.ca.,
317,6kgrvhqeaaaa,0.0.0.0.0.0.1.0.6.3.2.5.1.2.3.20.h3.vichex.ca.,
318,6kgrvxqeaaaa,0.0.0.0.0.0.1.0.6.3.3.5.1.2.3.20.h3.vichex.ca.,
319,6kgrwhqeaaaa,0.0.0.0.0.0.1.0.6.3.4.5.1.2.3.20.h3.vichex.ca.,
320,6kgrwxqeaaaa,0.0.0.0.0.0.1.0.6.3.5.5.1.2.3.20.h3.vichex.ca.,
321,6kgrxhqeaaaa,0.0.0.0.0.0.1.0.6.3.6.5.1.2.3.20.h3.vichex.ca.,
322,6kgrujqeaaaa,0.0.0.0.0.0.1.0.6.4.0.5.1.2.3.20.h3.vichex.ca.,
323,6kgruzqeaaaa,0.0.0.0.0.0.1.0.6.4.1.5.1.2.3.20.h3.vichex.ca.,
324,6kgrvjqeaaaa,0.0.0.0.0.0.1.0.6.4.2.5.1.2.3.20.h3.vichex.ca.,
325,6kgrvzqeaaaa,0.0.0.0.0.0.1.0.6.4.3.5.1.2.3.20.h3.vichex.ca.,
326,6kgrwjqeaaaa,0.0.0.0.0.0.1.0.6.4.4.5.1.2.3.20.h3.vichex.ca.,
327,6kgrwzqeaaaa,0.0.0.0.0.0.1.0.6.4.5.5.1.2.3.20.h3.vichex.ca.,
328,6kgrxjqeaaaa,0.0.0.0.0.0.1.0.6.4.6.5.1.2.3.20.h3.vichex.ca.,
329,6kgrulqeaaaa,0.0.0.0.0.0.1.0.6.5.0.5.1.2.3.20.h3.vichex.ca.,
330,6kgru3qeaaaa,0.0.0.0.0.0.1.0.6.5.1.5.1.2.3.20.h3.vichex.ca.,
331,6kgrvlqeaaaa,0.0.0.0.0.0.1.0.6.5.2.5.1.2.3.20.h3.vichex.ca.,"North Jubilee Common Crawl"
332,6kgrv3qeaaaa,0.0.0.0.0.0.1.0.6.5.3.5.1.2.3.20.h3.vichex.ca.,
333,6kgrwlqeaaaa,0.0.0.0.0.0.1.0.6.5.4.5.1.2.3.20.h3.vichex.ca.,
334,6kgrw3qeaaaa,0.0.0.0.0.0.1.0.6.5.5.5.1.2.3.20.h3.vichex.ca.,
335,6kgrxlqeaaaa,0.0.0.0.0.0.1.0.6.5.6.5.1.2.3.20.h3.vichex.ca.,
336,6kgrunqeaaaa,0.0.0.0.0.0.1.0.6.6.0.5.1.2.3.20.h3.vichex.ca.,
337,6kgru5qeaaaa,0.0.0.0.0.0.1.0.6.6.1.5.1.2.3.20.h3.vichex.ca.,
338,6kgrvnqeaaaa,0.0.0.0.0.0.1.0.6.6.2.5.1.2.3.20.h3.vichex.ca.,
339,6kgrv5qeaaaa,0.0.0.0.0.0.1.0.6.6.3.5.1.2.3.20.h3.vichex.ca.,
340,6kgrwnqeaaaa,0.0.0.0.0.0.1.0.6.6.4.5.1.2.3.20.h3.vichex.ca.,
341,6kgrw5qeaaaa,0.0.0.0.0.0.1.0.6.6.5.5.1.2.3.20.h3.vichex.ca.,
342,6kgrxnqeaaaa,0.0.0.0.0.0.1.0.6.6.6.5.1.2.3.20.h3.vichex.ca.,
343,6kgruabeaaaa,0.0.0.0.0.0.1.1.0.0.0.5.1.2.3.20.h3.vichex.ca.,
344,6kgruqbeaaaa,0.0.0.0.0.0.1.1.0.0.1.5.1.2.3.20.h3.vichex.ca.,
345,6kgrvabeaaaa,0.0.0.0.0.0.1.1.0.0.2.5.1.2.3.20.h3.vichex.ca.,
346,6kgrvqbeaaaa,0.0.0.0.0.0.1.1.0.0.3.5.1.2.3.20.h3.vichex.ca.,
347,6kgrwabeaaaa,0.0.0.0.0.0.1.1.0.0.4.5.1.2.3.20.h3.vichex.ca.,
348,6kgrwqbeaaaa,0.0.0.0.0.0.1.1.0.0.5.5.1.2.3.20.h3.vichex.ca.,
349,6kgrxabeaaaa,0.0.0.0.0.0.1.1.0.0.6.5.1.2.3.20.h3.vichex.ca.,
350,6kgrucbeaaaa,0.0.0.0.0.0.1.1.0.1.0.5.1.2.3.20.h3.vichex.ca.,
351,6kgrusbeaaaa,0.0.0.0.0.0.1.1.0.1.1.5.1.2.3.20.h3.vichex.ca.,
352,6kgrvcbeaaaa,0.0.0.0.0.0.1.1.0.1.2.5.1.2.3.20.h3.vichex.ca.,
353,6kgrvsbeaaaa,0.0.0.0.0.0.1.1.0.1.3.5.1.2.3.20.h3.vichex.ca.,
354,6kgrwcbeaaaa,0.0.0.0.0.0.1.1.0.1.4.5.1.2.3.20.h3.vichex.ca.,
355,6kgrwsbeaaaa,0.0.0.0.0.0.1.1.0.1.5.5.1.2.3.20.h3.vichex.ca.,
356,6kgrxcbeaaaa,0.0.0.0.0.0.1.1.0.1.6.5.1.2.3.20.h3.vichex.ca.,
357,6kgruebeaaaa,0.0.0.0.0.0.1.1.0.2.0.5.1.2.3.20.h3.vichex.ca.,
358,6kgruubeaaaa,0.0.0.0.0.0.1.1.0.2.1.5.1.2.3.20.h3.vichex.ca.,
359,6kgrvebeaaaa,0.0.0.0.0.0.1.1.0.2.2.5.1.2.3.20.h3.vichex.ca.,
360,6kgrvubeaaaa,0.0.0.0.0.0.1.1.0.2.3.5.1.2.3.20.h3.vichex.ca.,
361,6kgrwebeaaaa,0.0.0.0.0.0.1.1.0.2.4.5.1.2.3.20.h3.vichex.ca.,
362,6kgrwubeaaaa,0.0.0.0.0.0.1.1.0.2.5.5.1.2.3.20.h3.vichex.ca.,
363,6kgrxebeaaaa,0.0.0.0.0.0.1.1.0.2.6.5.1.2.3.20.h3.vichex.ca.,
364,6kgrugbeaaaa,0.0.0.0.0.0.1.1.0.3.0.5.1.2.3.20.h3.vichex.ca.,
365,6kgruwbeaaaa,0.0.0.0.0.0.1.1.0.3.1.5.1.2.3.20.h3.vichex.ca.,
366,6kgrvgbeaaaa,0.0.0.0.0.0.1.1.0.3.2.5.1.2.3.20.h3.vichex.ca.,
367,6kgrvwbeaaaa,0.0.0.0.0.0.1.1.0.3.3.5.1.2.3.20.h3.vichex.ca.,
368,6kgrwgbeaaaa,0.0.0.0.0.0.1.1.0.3.4.5.1.2.3.20.h3.vichex.ca.,
369,6kgrwwbeaaaa,0.0.0.0.0.0.1.1.0.3.5.5.1.2.3.20.h3.vichex.ca.,
370,6kgrxgbeaaaa,0.0.0.0.0.0.1.1.0.3.6.5.1.2.3.20.h3.vichex.ca.,
371,6kgruibeaaaa,0.0.0.0.0.0.1.1.0.4.0.5.1.2.3.20.h3.vichex.ca.,
372,6kgruybeaaaa,0.0.0.0.0.0.1.1.0.4.1.5.1.2.3.20.h3.vichex.ca.,
373,6kgrvibeaaaa,0.0.0.0.0.0.1.1.0.4.2.5.1.2.3.20.h3.vichex.ca.,
374,6kgrvybeaaaa,0.0.0.0.0.0.1.1.0.4.3.5.1.2.3.20.h3.vichex.ca.,
375,6kgrwibeaaaa,0.0.0.0.0.0.1.1.0.4.4.5.1.2.3.20.h3.vichex.ca.,
376,6kgrwybeaaaa,0.0.0.0.0.0.1.1.0.4.5.5.1.2.3.20.h3.vichex.ca.,
377,6kgrxibeaaaa,0.0.0.0.0.0.1.1.0.4.6.5.1.2.3.20.h3.vichex.ca.,
378,6kgrukbeaaaa,0.0.0.0.0.0.1.1.0.5.0.5.1.2.3.20.h3.vichex.ca.,
379,6kgru2beaaaa,0.0.0.0.0.0.1.1.0.5.1.5.1.2.3.20.h3.vichex.ca.,
380,6kgrvkbeaaaa,0.0.0.0.0.0.1.1.0.5.2.5.1.2.3.20.h3.vichex.ca.,
381,6kgrv2beaaaa,0.0.0.0.0.0.1.1.0.5.3.5.1.2.3.20.h3.vichex.ca.,
382,6kgrwkbeaaaa,0.0.0.0.0.0.1.1.0.5.4.5.1.2.3.20.h3.vichex.ca.,
383,6kgrw2beaaaa,0.0.0.0.0.0.1.1.0.5.5.5.1.2.3.20.h3.vichex.ca.,
384,6kgrxkbeaaaa,0.0.0.0.0.0.1.1.0.5.6.5.1.2.3.20.h3.vichex.ca.,
385,6kgrumbeaaaa,0.0.0.0.0.0.1.1.0.6.0.5.1.2.3.20.h3.vichex.ca.,
386,6kgru4beaaaa,0.0.0.0.0.0.1.1.0.6.1.5.1.2.3.20.h3.vichex.ca.,
387,6kgrvmbeaaaa,0.0.0.0.0.0.1.1.0.6.2.5.1.2.3.20.h3.vichex.ca.,
388,6kgrv4beaaaa,0.0.0.0.0.0.1.1.0.6.3.5.1.2.3.20.h3.vichex.ca.,
389,6kgrwmbeaaaa,0.0.0.0.0.0.1.1.0.6.4.5.1.2.3.20.h3.vichex.ca.,
390,6kgrw4beaaaa,0.0.0.0.0.0.1.1.0.6.5.5.1.2.3.20.h3.vichex.ca.,
391,6kgrxmbeaaaa,0.0.0.0.0.0.1.1.0.6.6.5.1.2.3.20.h3.vichex.ca.,
392,6kgruajeaaaa,0.0.0.0.0.0.1.1.1.0.0.5.1.2.3.20.h3.vichex.ca.,
393,6kgruqjeaaaa,0.0.0.0.0.0.1.1.1.0.1.5.1.2.3.20.h3.vichex.ca.,
394,6kgrvajeaaaa,0.0.0.0.0.0.1.1.1.0.2.5.1.2.3.20.h3.vichex.ca.,
395,6kgrvqjeaaaa,0.0.0.0.0.0.1.1.1.0.3.5.1.2.3.20.h3.vichex.ca.,
396,6kgrwajeaaaa,0.0.0.0.0.0.1.1.1.0.4.5.1.2.3.20.h3.vichex.ca.,
397,6kgrwqjeaaaa,0.0.0.0.0.0.1.1.1.0.5.5.1.2.3.20.h3.vichex.ca.,
398,6kgrxajeaaaa,0.0.0.0.0.0.1.1.1.0.6.5.1.2.3.20.h3.vichex.ca.,
399,6kgrucjeaaaa,0.0.0.0.0.0.1.1.1.1.0.5.1.2.3.20.h3.vichex.ca.,
400,6kgrusjeaaaa,0.0.0.0.0.0.1.1.1.1.1.5.1.2.3.20.h3.vichex.ca.,
401,6kgrvcjeaaaa,0.0.0.0.0.0.1.1.1.1.2.5.1.2.3.20.h3.vichex.ca.,
402,6kgrvsjeaaaa,0.0.0.0.0.0.1.1.1.1.3.5.1.2.3.20.h3.vichex.ca.,
403,6kgrwcjeaaaa,0.0.0.0.0.0.1.1.1.1.4.5.1.2.3.20.h3.vichex.ca.,
404,6kgrwsjeaaaa,0.0.0.0.0.0.1.1.1.1.5.5.1.2.3.20.h3.vichex.ca.,
405,6kgrxcjeaaaa,0.0.0.0.0.0.1.1.1.1.6.5.1.2.3.20.h3.vichex.ca.,
406,6kgruejeaaaa,0.0.0.0.0.0.1.1.1.2.0.5.1.2.3.20.h3.vichex.ca.,
407,6kgruujeaaaa,0.0.0.0.0.0.1.1.1.2.1.5.1.2.3.20.h3.vichex.ca.,
408,6kgrvejeaaaa,0.0.0.0.0.0.1.1.1.2.2.5.1.2.3.20.h3.vichex.ca.,
409,6kgrvujeaaaa,0.0.0.0.0.0.1.1.1.2.3.5.1.2.3.20.h3.vichex.ca.,
410,6kgrwejeaaaa,0.0.0.0.0.0.1.1.1.2.4.5.1.2.3.20.h3.vichex.ca.,
411,6kgrwujeaaaa,0.0.0.0.0.0.1.1.1.2.5.5.1.2.3.20.h3.vichex.ca.,
412,6kgrxejeaaaa,0.0.0.0.0.0.1.1.1.2.6.5.1.2.3.20.h3.vichex.ca.,
413,6kgrugjeaaaa,0.0.0.0.0.0.1.1.1.3.0.5.1.2.3.20.h3.vichex.ca.,
414,6kgruwjeaaaa,0.0.0.0.0.0.1.1.1.3.1.5.1.2.3.20.h3.vichex.ca.,
415,6kgrvgjeaaaa,0.0.0.0.0.0.1.1.1.3.2.5.1.2.3.20.h3.vichex.ca.,
416,6kgrvwjeaaaa,0.0.0.0.0.0.1.1.1.3.3.5.1.2.3.20.h3.vichex.ca.,
417,6kgrwgjeaaaa,0.0.0.0.0.0.1.1.1.3.4.5.1.2.3.20.h3.vichex.ca.,
418,6kgrwwjeaaaa,0.0.0.0.0.0.1.1.1.3.5.5.1.2.3.20.h3.vichex.ca.,
419,6kgrxgjeaaaa,0.0.0.0.0.0.1.1.1.3.6.5.1.2.3.20.h3.vichex.ca.,
420,6kgruijeaaaa,0.0.0.0.0.0.1.1.1.4.0.5.1.2.3.20.h3.vichex.ca.,
421,6kgruyjeaaaa,0.0.0.0.0.0.1.1.1.4.1.5.1.2.3.20.h3.vichex.ca.,
422,6kgrvijeaaaa,0.0.0.0.0.0.1.1.1.4.2.5.1.2.3.20.h3.vichex.ca.,
423,6kgrvyjeaaaa,0.0.0.0.0.0.1.1.1.4.3.5.1.2.3.20.h3.vichex.ca.,
424,6kgrwijeaaaa,0.0.0.0.0.0.1.1.1.4.4.5.1.2.3.20.h3.vichex.ca.,
425,6kgrwyjeaaaa,0.0.0.0.0.0.1.1.1.4.5.5.1.2.3.20.h3.vichex.ca.,
426,6kgrxijeaaaa,0.0.0.0.0.0.1.1.1.4.6.5.1.2.3.20.h3.vichex.ca.,
427,6kgrukjeaaaa,0.0.0.0.0.0.1.1.1.5.0.5.1.2.3.20.h3.vichex.ca.,
428,6kgru2jeaaaa,0.0.0.0.0.0.1.1.1.5.1.5.1.2.3.20.h3.vichex.ca.,
429,6kgrvkjeaaaa,0.0.0.0.0.0.1.1.1.5.2.5.1.2.3.20.h3.vichex.ca.,
430,6kgrv2jeaaaa,0.0.0.0.0.0.1.1.1.5.3.5.1.2.3.20.h3.vichex.ca.,
431,6kgrwkjeaaaa,0.0.0.0.0.0.1.1.1.5.4.5.1.2.3.20.h3.vichex.ca.,
432,6kgrw2jeaaaa,0.0.0.0.0.0.1.1.1.5.5.5.1.2.3.20.h3.vichex.ca.,
433,6kgrxkjeaaaa,0.0.0.0.0.0.1.1.1.5.6.5.1.2.3.20.h3.vichex.ca.,
434,6kgrumjeaaaa,0.0.0.0.0.0.1.1.1.6.0.5.1.2.3.20.h3.vichex.ca.,
435,6kgru4jeaaaa,0.0.0.0.0.0.1.1.1.6.1.5.1.2.3.20.h3.vichex.ca.,
436,6kgrvmjeaaaa,0.0.0.0.0.0.1.1.1.6.2.5.1.2.3.20.h3.vichex.ca.,
437,6kgrv4jeaaaa,0.0.0.0.0.0.1.1.1.6.3.5.1.2.3.20.h3.vichex.ca.,
438,6kgrwmjeaaaa,0.0.0.0.0.0.1.1.1.6.4.5.1.2.3.20.h3.vichex.ca.,
439,6kgrw4jeaaaa,0.0.0.0.0.0.1.1.1.6.5.5.1.2.3.20.h3.vichex.ca.,
440,6kgrxmjeaaaa,0.0.0.0.0.0.1.1.1.6.6.5.1.2.3.20.h3.vichex.ca.,
441,6kgruareaaaa,0.0.0.0.0.0.1.1.2.0.0.5.1.2.3.20.h3.vichex.ca.,
442,6kgruqreaaaa,0.0.0.0.0.0.1.1.2.0.1.5.1.2.3.20.h3.vichex.ca.,
443,6kgrvareaaaa,0.0.0.0.0.0.1.1.2.0.2.5.1.2.3.20.h3.vichex.ca.,
444,6kgrvqreaaaa,0.0.0.0.0.0.1.1.2.0.3.5.1.2.3.20.h3.vichex.ca.,
445,6kgrwareaaaa,0.0.0.0.0.0.1.1.2.0.4.5.1.2.3.20.h3.vichex.ca.,
446,6kgrwqreaaaa,0.0.0.0.0.0.1.1.2.0.5.5.1.2.3.20.h3.vichex.ca.,
447,6kgrxareaaaa,0.0.0.0.0.0.1.1.2.0.6.5.1.2.3.20.h3.vichex.ca.,
448,6kgrucreaaaa,0.0.0.0.0.0.1.1.2.1.0.5.1.2.3.20.h3.vichex.ca.,
449,6kgrusreaaaa,0.0.0.0.0.0.1.1.2.1.1.5.1.2.3.20.h3.vichex.ca.,
450,6kgrvcreaaaa,0.0.0.0.0.0.1.1.2.1.2.5.1.2.3.20.h3.vichex.ca.,
451,6kgrvsreaaaa,0.0.0.0.0.0.1.1.2.1.3.5.1.2.3.20.h3.vichex.ca.,
452,6kgrwcreaaaa,0.0.0.0.0.0.1.1.2.1.4.5.1.2.3.20.h3.vichex.ca.,
453,6kgrwsreaaaa,0.0.0.0.0.0.1.1.2.1.5.5.1.2.3.20.h3.vichex.ca.,
454,6kgrxcreaaaa,0.0.0.0.0.0.1.1.2.1.6.5.1.2.3.20.h3.vichex.ca.,
455,6kgruereaaaa,0.0.0.0.0.0.1.1.2.2.0.5.1.2.3.20.h3.vichex.ca.,
456,6kgruureaaaa,0.0.0.0.0.0.1.1.2.2.1.5.1.2.3.20.h3.vichex.ca.,
457,6kgrvereaaaa,0.0.0.0.0.0.1.1.2.2.2.5.1.2.3.20.h3.vichex.ca.,
458,6kgrvureaaaa,0.0.0.0.0.0.1.1.2.2.3.5.1.2.3.20.h3.vichex.ca.,
459,6kgrwereaaaa,0.0.0.0.0.0.1.1.2.2.4.5.1.2.3.20.h3.vichex.ca.,
460,6kgrwureaaaa,0.0.0.0.0.0.1.1.2.2.5.5.1.2.3.20.h3.vichex.ca.,
461,6kgrxereaaaa,0.0.0.0.0.0.1.1.2.2.6.5.1.2.3.20.h3.vichex.ca.,
462,6kgrugreaaaa,0.0.0.0.0.0.1.1.2.3.0.5.1.2.3.20.h3.vichex.ca.,
463,6kgruwreaaaa,0.0.0.0.0.0.1.1.2.3.1.5.1.2.3.20.h3.vichex.ca.,
464,6kgrvgreaaaa,0.0.0.0.0.0.1.1.2.3.2.5.1.2.3.20.h3.vichex.ca.,
465,6kgrvwreaaaa,0.0.0.0.0.0.1.1.2.3.3.5.1.2.3.20.h3.vichex.ca.,
466,6kgrwgreaaaa,0.0.0.0.0.0.1.1.2.3.4.5.1.2.3.20.h3.vichex.ca.,
467,6kgrwwreaaaa,0.0.0.0.0.0.1.1.2.3.5.5.1.2.3.20.h3.vichex.ca.,
468,6kgrxgreaaaa,0.0.0.0.0.0.1.1.2.3.6.5.1.2.3.20.h3.vichex.ca.,
469,6kgruireaaaa,0.0.0.0.0.0.1.1.2.4.0.5.1.2.3.20.h3.vichex.ca.,
470,6kgruyreaaaa,0.0.0.0.0.0.1.1.2.4.1.5.1.2.3.20.h3.vichex.ca.,
471,6kgrvireaaaa,0.0.0.0.0.0.1.1.2.4.2.5.1.2.3.20.h3.vichex.ca.,
472,6kgrvyreaaaa,0.0.0.0.0.0.1.1.2.4.3.5.1.2.3.20.h3.vichex.ca.,
473,6kgrwireaaaa,0.0.0.0.0.0.1.1.2.4.4.5.1.2.3.20.h3.vichex.ca.,
474,6kgrwyreaaaa,0.0.0.0.0.0.1.1.2.4.5.5.1.2.3.20.h3.vichex.ca.,
475,6kgrxireaaaa,0.0.0.0.0.0.1.1.2.4.6.5.1.2.3.20.h3.vichex.ca.,
