child_num,hex_id,dns_mapping,notes
476,6kgrukreaaaa,0.0.0.0.0.0.1.1.2.5.0.5.1.2.3.20.h3.vichex.ca.,
477,6kgru2reaaaa,0.0.0.0.0.0.1.1.2.5.1.5.1.2.3.20.h3.vichex.ca.,
478,6kgrvkreaaaa,0.0.0.0.0.0.1.1.2.5.2.5.1.2.3.20.h3.vichex.ca.,
479,6kgrv2reaaaa,0.0.0.0.0.0.1.1.2.5.3.5.1.2.3.20.h3.vichex.ca.,
480,6kgrwkreaaaa,0.0.0.0.0.0.1.1.2.5.4.5.1.2.3.20.h3.vichex.ca.,
481,6kgrw2reaaaa,0.0.0.0.0.0.1.1.2.5.5.5.1.2.3.20.h3.vichex.ca.,
482,6kgrxkreaaaa,0.0.0.0.0.0.1.1.2.5.6.5.1.2.3.20.h3.vichex.ca.,
483,6kgrumreaaaa,0.0.0.0.0.0.1.1.2.6.0.5.1.2.3.20.h3.vichex.ca.,
484,6kgru4reaaaa,0.0.0.0.0.0.1.1.2.6.1.5.1.2.3.20.h3.vichex.ca.,
485,6kgrvmreaaaa,0.0.0.0.0.0.1.1.2.6.2.5.1.2.3.20.h3.vichex.ca.,
486,6kgrv4reaaaa,0.0.0.0.0.0.1.1.2.6.3.5.1.2.3.20.h3.vichex.ca.,
487,6kgrwmreaaaa,0.0.0.0.0.0.1.1.2.6.4.5.1.2.3.20.h3.vichex.ca.,
488,6kgrw4reaaaa,0.0.0.0.0.0.1.1.2.6.5.5.1.2.3.20.h3.vichex.ca.,
489,6kgrxmreaaaa,0.0.0.0.0.0.1.1.2.6.6.5.1.2.3.20.h3.vichex.ca.,
490,6kgruazeaaaa,0.0.0.0.0.0.1.1.3.0.0.5.1.2.3.20.h3.vichex.ca.,
491,6kgruqzeaaaa,0.0.0.0.0.0.1.1.3.0.1.5.1.2.3.20.h3.vichex.ca.,
492,6kgrvazeaaaa,0.0.0.0.0.0.1.1.3.0.2.5.1.2.3.20.h3.vichex.ca.,
493,6kgrvqzeaaaa,0.0.0.0.0.0.1.1.3.0.3.5.1.2.3.20.h3.vichex.ca.,
494,6kgrwazeaaaa,0.0.0.0.0.0.1.1.3.0.4.5.1.2.3.20.h3.vichex.ca.,
495,6kgrwqzeaaaa,0.0.0.0.0.0.1.1.3.0.5.5.1.2.3.20.h3.vichex.ca.,
496,6kgrxazeaaaa,0.0.0.0.0.0.1.1.3.0.6.5.1.2.3.20.h3.vichex.ca.,
497,6kgruczeaaaa,0.0.0.0.0.0.1.1.3.1.0.5.1.2.3.20.h3.vichex.ca.,
498,6kgruszeaaaa,0.0.0.0.0.0.1.1.3.1.1.5.1.2.3.20.h3.vichex.ca.,
499,6kgrvczeaaaa,0.0.0.0.0.0.1.1.3.1.2.5.1.2.3.20.h3.vichex.ca.,
500,6kgrvszeaaaa,0.0.0.0.0.0.1.1.3.1.3.5.1.2.3.20.h3.vichex.ca.,
501,6kgrwczeaaaa,0.0.0.0.0.0.1.1.3.1.4.5.1.2.3.20.h3.vichex.ca.,
502,6kgrwszeaaaa,0.0.0.0.0.0.1.1.3.1.5.5.1.2.3.20.h3.vichex.ca.,
503,6kgrxczeaaaa,0.0.0.0.0.0.1.1.3.1.6.5.1.2.3.20.h3.vichex.ca.,
504,6kgruezeaaaa,0.0.0.0.0.0.1.1.3.2.0.5.1.2.3.20.h3.vichex.ca.,
505,6kgruuzeaaaa,0.0.0.0.0.0.1.1.3.2.1.5.1.2.3.20.h3.vichex.ca.,
506,6kgrvezeaaaa,0.0.0.0.0.0.1.1.3.2.2.5.1.2.3.20.h3.vichex.ca.,
507,6kgrvuzeaaaa,0.0.0.0.0.0.1.1.3.2.3.5.1.2.3.20.h3.vichex.ca.,
508,6kgrwezeaaaa,0.0.0.0.0.0.1.1.3.2.4.5.1.2.3.20.h3.vichex.ca.,
509,6kgrwuzeaaaa,0.0.0.0.0.0.1.1.3.2.5.5.1.2.3.20.h3.vichex.ca.,
510,6kgrxezeaaaa,0.0.0.0.0.0.1.1.3.2.6.5.1.2.3.20.h3.vichex.ca.,
511,6kgrugzeaaaa,0.0.0.0.0.0.1.1.3.3.0.5.1.2.3.20.h3.vichex.ca.,
512,6kgruwzeaaaa,0.0.0.0.0.0.1.1.3.3.1.5.1.2.3.20.h3.vichex.ca.,
513,6kgrvgzeaaaa,0.0.0.0.0.0.1.1.3.3.2.5.1.2.3.20.h3.vichex.ca.,
514,6kgrvwzeaaaa,0.0.0.0.0.0.1.1.3.3.3.5.1.2.3.20.h3.vichex.ca.,
515,6kgrwgzeaaaa,0.0.0.0.0.0.1.1.3.3.4.5.1.2.3.20.h3.vichex.ca.,
516,6kgrwwzeaaaa,0.0.0.0.0.0.1.1.3.3.5.5.1.2.3.20.h3.vichex.ca.,
517,6kgrxgzeaaaa,0.0.0.0.0.0.1.1.3.3.6.5.1.2.3.20.h3.vichex.ca.,
518,6kgruizeaaaa,0.0.0.0.0.0.1.1.3.4.0.5.1.2.3.20.h3.vichex.ca.,
519,6kgruyzeaaaa,0.0.0.0.0.0.1.1.3.4.1.5.1.2.3.20.h3.vichex.ca.,
520,6kgrvizeaaaa,0.0.0.0.0.0.1.1.3.4.2.5.1.2.3.20.h3.vichex.ca.,
521,6kgrvyzeaaaa,0.0.0.0.0.0.1.1.3.4.3.5.1.2.3.20.h3.vichex.ca.,
522,6kgrwizeaaaa,0.0.0.0.0.0.1.1.3.4.4.5.1.2.3.20.h3.vichex.ca.,
523,6kgrwyzeaaaa,0.0.0.0.0.0.1.1.3.4.5.5.1.2.3.20.h3.vichex.ca.,
524,6kgrxizeaaaa,0.0.0.0.0.0.1.1.3.4.6.5.1.2.3.20.h3.vichex.ca.,
525,6kgrukzeaaaa,0.0.0.0.0.0.1.1.3.5.0.5.1.2.3.20.h3.vichex.ca.,
526,6kgru2zeaaaa,0.0.0.0.0.0.1.1.3.5.1.5.1.2.3.20.h3.vichex.ca.,
527,6kgrvkzeaaaa,0.0.0.0.0.0.1.1.3.5.2.5.1.2.3.20.h3.vichex.ca.,
528,6kgrv2zeaaaa,0.0.0.0.0.0.1.1.3.5.3.5.1.2.3.20.h3.vichex.ca.,
529,6kgrwkzeaaaa,0.0.0.0.0.0.1.1.3.5.4.5.1.2.3.20.h3.vichex.ca.,
530,6kgrw2zeaaaa,0.0.0.0.0.0.1.1.3.5.5.5.1.2.3.20.h3.vichex.ca.,
531,6kgrxkzeaaaa,0.0.0.0.0.0.1.1.3.5.6.5.1.2.3.20.h3.vichex.ca.,
532,6kgrumzeaaaa,0.0.0.0.0.0.1.1.3.6.0.5.1.2.3.20.h3.vichex.ca.,
533,6kgru4zeaaaa,0.0.0.0.0.0.1.1.3.6.1.5.1.2.3.20.h3.vichex.ca.,
534,6kgrvmzeaaaa,0.0.0.0.0.0.1.1.3.6.2.5.1.2.3.20.h3.vichex.ca.,
535,6kgrv4zeaaaa,0.0.0.0.0.0.1.1.3.6.3.5.1.2.3.20.h3.vichex.ca.,
536,6kgrwmzeaaaa,0.0.0.0.0.0.1.1.3.6.4.5.1.2.3.20.h3.vichex.ca.,
537,6kgrw4zeaaaa,0.0.0.0.0.0.1.1.3.6.5.5.1.2.3.20.h3.vichex.ca.,
538,6kgrxmzeaaaa,0.0.0.0.0.0.1.1.3.6.6.5.1.2.3.20.h3.vichex.ca.,
539,6kgrubbeaaaa,0.0.0.0.0.0.1.1.4.0.0.5.1.2.3.20.h3.vichex.ca.,
540,6kgrurbeaaaa,0.0.0.0.0.0.1.1.4.0.1.5.1.2.3.20.h3.vichex.ca.,
541,6kgrvbbeaaaa,0.0.0.0.0.0.1.1.4.0.2.5.1.2.3.20.h3.vichex.ca.,
542,6kgrvrbeaaaa,0.0.0.0.0.0.1.1.4.0.3.5.1.2.3.20.h3.vichex.ca.,
543,6kgrwbbeaaaa,0.0.0.0.0.0.1.1.4.0.4.5.1.2.3.20.h3.vichex.ca.,
544,6kgrwrbeaaaa,0.0.0.0.0.0.1.1.4.0.5.5.1.2.3.20.h3.vichex.ca.,
545,6kgrxbbeaaaa,0.0.0.0.0.0.1.1.4.0.6.5.1.2.3.20.h3.vichex.ca.,
546,6kgrudbeaaaa,0.0.0.0.0.0.1.1.4.1.0.5.1.2.3.20.h3.vichex.ca.,
547,6kgrutbeaaaa,0.0.0.0.0.0.1.1.4.1.1.5.1.2.3.20.h3.vichex.ca.,
548,6kgrvdbeaaaa,0.0.0.0.0.0.1.1.4.1.2.5.1.2.3.20.h3.vichex.ca.,
549,6kgrvtbeaaaa,0.0.0.0.0.0.1.1.4.1.3.5.1.2.3.20.h3.vichex.ca.,
550,6kgrwdbeaaaa,0.0.0.0.0.0.1.1.4.1.4.5.1.2.3.20.h3.vichex.ca.,
551,6kgrwtbeaaaa,0.0.0.0.0.0.1.1.4.1.5.5.1.2.3.20.h3.vichex.ca.,
552,6kgrxdbeaaaa,0.0.0.0.0.0.1.1.4.1.6.5.1.2.3.20.h3.vichex.ca.,
553,6kgrufbeaaaa,0.0.0.0.0.0.1.1.4.2.0.5.1.2.3.20.h3.vichex.ca.,
554,6kgruvbeaaaa,0.0.0.0.0.0.1.1.4.2.1.5.1.2.3.20.h3.vichex.ca.,
555,6kgrvfbeaaaa,0.0.0.0.0.0.1.1.4.2.2.5.1.2.3.20.h3.vichex.ca.,
556,6kgrvvbeaaaa,0.0.0.0.0.0.1.1.4.2.3.5.1.2.3.20.h3.vichex.ca.,
557,6kgrwfbeaaaa,0.0.0.0.0.0.1.1.4.2.4.5.1.2.3.20.h3.vichex.ca.,
558,6kgrwvbeaaaa,0.0.0.0.0.0.1.1.4.2.5.5.1.2.3.20.h3.vichex.ca.,
559,6kgrxfbeaaaa,0.0.0.0.0.0.1.1.4.2.6.5.1.2.3.20.h3.vichex.ca.,
560,6kgruhbeaaaa,0.0.0.0.0.0.1.1.4.3.0.5.1.2.3.20.h3.vichex.ca.,
561,6kgruxbeaaaa,0.0.0.0.0.0.1.1.4.3.1.5.1.2.3.20.h3.vichex.ca.,
562,6kgrvhbeaaaa,0.0.0.0.0.0.1.1.4.3.2.5.1.2.3.20.h3.vichex.ca.,
563,6kgrvxbeaaaa,0.0.0.0.0.0.1.1.4.3.3.5.1.2.3.20.h3.vichex.ca.,
564,6kgrwhbeaaaa,0.0.0.0.0.0.1.1.4.3.4.5.1.2.3.20.h3.vichex.ca.,
565,6kgrwxbeaaaa,0.0.0.0.0.0.1.1.4.3.5.5.1.2.3.20.h3.vichex.ca.,
566,6kgrxhbeaaaa,0.0.0.0.0.0.1.1.4.3.6.5.1.2.3.20.h3.vichex.ca.,
567,6kgrujbeaaaa,0.0.0.0.0.0.1.1.4.4.0.5.1.2.3.20.h3.vichex.ca.,
568,6kgruzbeaaaa,0.0.0.0.0.0.1.1.4.4.1.5.1.2.3.20.h3.vichex.ca.,
569,6kgrvjbeaaaa,0.0.0.0.0.0.1.1.4.4.2.5.1.2.3.20.h3.vichex.ca.,
570,6kgrvzbeaaaa,0.0.0.0.0.0.1.1.4.4.3.5.1.2.3.20.h3.vichex.ca.,
571,6kgrwjbeaaaa,0.0.0.0.0.0.1.1.4.4.4.5.1.2.3.20.h3.vichex.ca.,
572,6kgrwzbeaaaa,0.0.0.0.0.0.1.1.4.4.5.5.1.2.3.20.h3.vichex.ca.,
573,6kgrxjbeaaaa,0.0.0.0.0.0.1.1.4.4.6.5.1.2.3.20.h3.vichex.ca.,
574,6kgrulbeaaaa,0.0.0.0.0.0.1.1.4.5.0.5.1.2.3.20.h3.vichex.ca.,
575,6kgru3beaaaa,0.0.0.0.0.0.1.1.4.5.1.5.1.2.3.20.h3.vichex.ca.,
576,6kgrvlbeaaaa,0.0.0.0.0.0.1.1.4.5.2.5.1.2.3.20.h3.vichex.ca.,
577,6kgrv3beaaaa,0.0.0.0.0.0.1.1.4.5.3.5.1.2.3.20.h3.vichex.ca.,
578,6kgrwlbeaaaa,0.0.0.0.0.0.1.1.4.5.4.5.1.2.3.20.h3.vichex.ca.,
579,6kgrw3beaaaa,0.0.0.0.0.0.1.1.4.5.5.5.1.2.3.20.h3.vichex.ca.,
580,6kgrxlbeaaaa,0.0.0.0.0.0.1.1.4.5.6.5.1.2.3.20.h3.vichex.ca.,
581,6kgrunbeaaaa,0.0.0.0.0.0.1.1.4.6.0.5.1.2.3.20.h3.vichex.ca.,
582,6kgru5beaaaa,0.0.0.0.0.0.1.1.4.6.1.5.1.2.3.20.h3.vichex.ca.,
583,6kgrvnbeaaaa,0.0.0.0.0.0.1.1.4.6.2.5.1.2.3.20.h3.vichex.ca.,
584,6kgrv5beaaaa,0.0.0.0.0.0.1.1.4.6.3.5.1.2.3.20.h3.vichex.ca.,
585,6kgrwnbeaaaa,0.0.0.0.0.0.1.1.4.6.4.5.1.2.3.20.h3.vichex.ca.,
586,6kgrw5beaaaa,0.0.0.0.0.0.1.1.4.6.5.5.1.2.3.20.h3.vichex.ca.,
587,6kgrxnbeaaaa,0.0.0.0.0.0.1.1.4.6.6.5.1.2.3.20.h3.vichex.ca.,
588,6kgrubjeaaaa,0.0.0.0.0.0.1.1.5.0.0.5.1.2.3.20.h3.vichex.ca.,
589,6kgrurjeaaaa,0.0.0.0.0.0.1.1.5.0.1.5.1.2.3.20.h3.vichex.ca.,
590,6kgrvbjeaaaa,0.0.0.0.0.0.1.1.5.0.2.5.1.2.3.20.h3.vichex.ca.,
591,6kgrvrjeaaaa,0.0.0.0.0.0.1.1.5.0.3.5.1.2.3.20.h3.vichex.ca.,
592,6kgrwbjeaaaa,0.0.0.0.0.0.1.1.5.0.4.5.1.2.3.20.h3.vichex.ca.,
593,6kgrwrjeaaaa,0.0.0.0.0.0.1.1.5.0.5.5.1.2.3.20.h3.vichex.ca.,
594,6kgrxbjeaaaa,0.0.0.0.0.0.1.1.5.0.6.5.1.2.3.20.h3.vichex.ca.,
595,6kgrudjeaaaa,0.0.0.0.0.0.1.1.5.1.0.5.1.2.3.20.h3.vichex.ca.,
596,6kgrutjeaaaa,0.0.0.0.0.0.1.1.5.1.1.5.1.2.3.20.h3.vichex.ca.,
597,6kgrvdjeaaaa,0.0.0.0.0.0.1.1.5.1.2.5.1.2.3.20.h3.vichex.ca.,
598,6kgrvtjeaaaa,0.0.0.0.0.0.1.1.5.1.3.5.1.2.3.20.h3.vichex.ca.,
599,6kgrwdjeaaaa,0.0.0.0.0.0.1.1.5.1.4.5.1.2.3.20.h3.vichex.ca.,
600,6kgrwtjeaaaa,0.0.0.0.0.0.1.1.5.1.5.5.1.2.3.20.h3.vichex.ca.,
601,6kgrxdjeaaaa,0.0.0.0.0.0.1.1.5.1.6.5.1.2.3.20.h3.vichex.ca.,
602,6kgrufjeaaaa,0.0.0.0.0.0.1.1.5.2.0.5.1.2.3.20.h3.vichex.ca.,
603,6kgruvjeaaaa,0.0.0.0.0.0.1.1.5.2.1.5.1.2.3.20.h3.vichex.ca.,
604,6kgrvfjeaaaa,0.0.0.0.0.0.1.1.5.2.2.5.1.2.3.20.h3.vichex.ca.,
605,6kgrvvjeaaaa,0.0.0.0.0.0.1.1.5.2.3.5.1.2.3.20.h3.vichex.ca.,
606,6kgrwfjeaaaa,0.0.0.0.0.0.1.1.5.2.4.5.1.2.3.20.h3.vichex.ca.,
607,6kgrwvjeaaaa,0.0.0.0.0.0.1.1.5.2.5.5.1.2.3.20.h3.vichex.ca.,
608,6kgrxfjeaaaa,0.0.0.0.0.0.1.1.5.2.6.5.1.2.3.20.h3.vichex.ca.,
609,6kgruhjeaaaa,0.0.0.0.0.0.1.1.5.3.0.5.1.2.3.20.h3.vichex.ca.,
610,6kgruxjeaaaa,0.0.0.0.0.0.1.1.5.3.1.5.1.2.3.20.h3.vichex.ca.,
611,6kgrvhjeaaaa,0.0.0.0.0.0.1.1.5.3.2.5.1.2.3.20.h3.vichex.ca.,
612,6kgrvxjeaaaa,0.0.0.0.0.0.1.1.5.3.3.5.1.2.3.20.h3.vichex.ca.,
613,6kgrwhjeaaaa,0.0.0.0.0.0.1.1.5.3.4.5.1.2.3.20.h3.vichex.ca.,
614,6kgrwxjeaaaa,0.0.0.0.0.0.1.1.5.3.5.5.1.2.3.20.h3.vichex.ca.,
615,6kgrxhjeaaaa,0.0.0.0.0.0.1.1.5.3.6.5.1.2.3.20.h3.vichex.ca.,
616,6kgrujjeaaaa,0.0.0.0.0.0.1.1.5.4.0.5.1.2.3.20.h3.vichex.ca.,
617,6kgruzjeaaaa,0.0.0.0.0.0.1.1.5.4.1.5.1.2.3.20.h3.vichex.ca.,
618,6kgrvjjeaaaa,0.0.0.0.0.0.1.1.5.4.2.5.1.2.3.20.h3.vichex.ca.,
619,6kgrvzjeaaaa,0.0.0.0.0.0.1.1.5.4.3.5.1.2.3.20.h3.vichex.ca.,
620,6kgrwjjeaaaa,0.0.0.0.0.0.1.1.5.4.4.5.1.2.3.20.h3.vichex.ca.,
621,6kgrwzjeaaaa,0.0.0.0.0.0.1.1.5.4.5.5.1.2.3.20.h3.vichex.ca.,
622,6kgrxjjeaaaa,0.0.0.0.0.0.1.1.5.4.6.5.1.2.3.20.h3.vichex.ca.,
623,6kgruljeaaaa,0.0.0.0.0.0.1.1.5.5.0.5.1.2.3.20.h3.vichex.ca.,
624,6kgru3jeaaaa,0.0.0.0.0.0.1.1.5.5.1.5.1.2.3.20.h3.vichex.ca.,
625,6kgrvljeaaaa,0.0.0.0.0.0.1.1.5.5.2.5.1.2.3.20.h3.vichex.ca.,
626,6kgrv3jeaaaa,0.0.0.0.0.0.1.1.5.5.3.5.1.2.3.20.h3.vichex.ca.,
627,6kgrwljeaaaa,0.0.0.0.0.0.1.1.5.5.4.5.1.2.3.20.h3.vichex.ca.,
628,6kgrw3jeaaaa,0.0.0.0.0.0.1.1.5.5.5.5.1.2.3.20.h3.vichex.ca.,
629,6kgrxljeaaaa,0.0.0.0.0.0.1.1.5.5.6.5.1.2.3.20.h3.vichex.ca.,
630,6kgrunjeaaaa,0.0.0.0.0.0.1.1.5.6.0.5.1.2.3.20.h3.vichex.ca.,
631,6kgru5jeaaaa,0.0.0.0.0.0.1.1.5.6.1.5.1.2.3.20.h3.vichex.ca.,
632,6kgrvnjeaaaa,0.0.0.0.0.0.1.1.5.6.2.5.1.2.3.20.h3.vichex.ca.,
633,6kgrv5jeaaaa,0.0.0.0.0.0.1.1.5.6.3.5.1.2.3.20.h3.vichex.ca.,
634,6kgrwnjeaaaa,0.0.0.0.0.0.1.1.5.6.4.5.1.2.3.20.h3.vichex.ca.,
635,6kgrw5jeaaaa,0.0.0.0.0.0.1.1.5.6.5.5.1.2.3.20.h3.vichex.ca.,
636,6kgrxnjeaaaa,0.0.0.0.0.0.1.1.5.6.6.5.1.2.3.20.h3.vichex.ca.,
637,6kgrubreaaaa,0.0.0.0.0.0.1.1.6.0.0.5.1.2.3.20.h3.vichex.ca.,
638,6kgrurreaaaa,0.0.0.0.0.0.1.1.6.0.1.5.1.2.3.20.h3.vichex.ca.,
639,6kgrvbreaaaa,0.0.0.0.0.0.1.1.6.0.2.5.1.2.3.20.h3.vichex.ca.,
640,6kgrvrreaaaa,0.0.0.0.0.0.1.1.6.0.3.5.1.2.3.20.h3.vichex.ca.,
641,6kgrwbreaaaa,0.0.0.0.0.0.1.1.6.0.4.5.1.2.3.20.h3.vichex.ca.,
642,6kgrwrreaaaa,0.0.0.0.0.0.1.1.6.0.5.5.1.2.3.20.h3.vichex.ca.,
643,6kgrxbreaaaa,0.0.0.0.0.0.1.1.6.0.6.5.1.2.3.20.h3.vichex.ca.,
644,6kgrudreaaaa,0.0.0.0.0.0.1.1.6.1.0.5.1.2.3.20.h3.vichex.ca.,
645,6kgrutreaaaa,0.0.0.0.0.0.1.1.6.1.1.5.1.2.3.20.h3.vichex.ca.,
646,6kgrvdreaaaa,0.0.0.0.0.0.1.1.6.1.2.5.1.2.3.20.h3.vichex.ca.,
647,6kgrvtreaaaa,0.0.0.0.0.0.1.1.6.1.3.5.1.2.3.20.h3.vichex.ca.,
648,6kgrwdreaaaa,0.0.0.0.0.0.1.1.6.1.4.5.1.2.3.20.h3.vichex.ca.,
649,6kgrwtreaaaa,0.0.0.0.0.0.1.1.6.1.5.5.1.2.3.20.h3.vichex.ca.,
650,6kgrxdreaaaa,0.0.0.0.0.0.1.1.6.1.6.5.1.2.3.20.h3.vichex.ca.,
651,6kgrufreaaaa,0.0.0.0.0.0.1.1.6.2.0.5.1.2.3.20.h3.vichex.ca.,
652,6kgruvreaaaa,0.0.0.0.0.0.1.1.6.2.1.5.1.2.3.20.h3.vichex.ca.,
653,6kgrvfreaaaa,0.0.0.0.0.0.1.1.6.2.2.5.1.2.3.20.h3.vichex.ca.,
654,6kgrvvreaaaa,0.0.0.0.0.0.1.1.6.2.3.5.1.2.3.20.h3.vichex.ca.,
655,6kgrwfreaaaa,0.0.0.0.0.0.1.1.6.2.4.5.1.2.3.20.h3.vichex.ca.,
656,6kgrwvreaaaa,0.0.0.0.0.0.1.1.6.2.5.5.1.2.3.20.h3.vichex.ca.,
657,6kgrxfreaaaa,0.0.0.0.0.0.1.1.6.2.6.5.1.2.3.20.h3.vichex.ca.,
658,6kgruhreaaaa,0.0.0.0.0.0.1.1.6.3.0.5.1.2.3.20.h3.vichex.ca.,
659,6kgruxreaaaa,0.0.0.0.0.0.1.1.6.3.1.5.1.2.3.20.h3.vichex.ca.,
660,6kgrvhreaaaa,0.0.0.0.0.0.1.1.6.3.2.5.1.2.3.20.h3.vichex.ca.,
661,6kgrvxreaaaa,0.0.0.0.0.0.1.1.6.3.3.5.1.2.3.20.h3.vichex.ca.,
662,6kgrwhreaaaa,0.0.0.0.0.0.1.1.6.3.4.5.1.2.3.20.h3.vichex.ca.,
663,6kgrwxreaaaa,0.0.0.0.0.0.1.1.6.3.5.5.1.2.3.20.h3.vichex.ca.,
664,6kgrxhreaaaa,0.0.0.0.0.0.1.1.6.3.6.5.1.2.3.20.h3.vichex.ca.,
665,6kgrujreaaaa,0.0.0.0.0.0.1.1.6.4.0.5.1.2.3.20.h3.vichex.ca.,
666,6kgruzreaaaa,0.0.0.0.0.0.1.1.6.4.1.5.1.2.3.20.h3.vichex.ca.,
667,6kgrvjreaaaa,0.0.0.0.0.0.1.1.6.4.2.5.1.2.3.20.h3.vichex.ca.,
668,6kgrvzreaaaa,0.0.0.0.0.0.1.1.6.4.3.5.1.2.3.20.h3.vichex.ca.,
669,6kgrwjreaaaa,0.0.0.0.0.0.1.1.6.4.4.5.1.2.3.20.h3.vichex.ca.,
670,6kgrwzreaaaa,0.0.0.0.0.0.1.1.6.4.5.5.1.2.3.20.h3.vichex.ca.,
671,6kgrxjreaaaa,0.0.0.0.0.0.1.1.6.4.6.5.1.2.3.20.h3.vichex.ca.,
672,6kgrulreaaaa,0.0.0.0.0.0.1.1.6.5.0.5.1.2.3.20.h3.vichex.ca.,
673,6kgru3reaaaa,0.0.0.0.0.0.1.1.6.5.1.5.1.2.3.20.h3.vichex.ca.,
674,6kgrvlreaaaa,0.0.0.0.0.0.1.1.6.5.2.5.1.2.3.20.h3.vichex.ca.,
675,6kgrv3reaaaa,0.0.0.0.0.0.1.1.6.5.3.5.1.2.3.20.h3.vichex.ca.,
676,6kgrwlreaaaa,0.0.0.0.0.0.1.1.6.5.4.5.1.2.3.20.h3.vichex.ca.,
677,6kgrw3reaaaa,0.0.0.0.0.0.1.1.6.5.5.5.1.2.3.20.h3.vichex.ca.,
678,6kgrxlreaaaa,0.0.0.0.0.0.1.1.6.5.6.5.1.2.3.20.h3.vichex.ca.,
679,6kgrunreaaaa,0.0.0.0.0.0.1.1.6.6.0.5.1.2.3.20.h3.vichex.ca.,
680,6kgru5reaaaa,0.0.0.0.0.0.1.1.6.6.1.5.1.2.3.20.h3.vichex.ca.,
681,6kgrvnreaaaa,0.0.0.0.0.0.1.1.6.6.2.5.1.2.3.20.h3.vichex.ca.,
682,6kgrv5reaaaa,0.0.0.0.0.0.1.1.6.6.3.5.1.2.3.20.h3.vichex.ca.,
683,6kgrwnreaaaa,0.0.0.0.0.0.1.1.6.6.4.5.1.2.3.20.h3.vichex.ca.,
684,6kgrw5reaaaa,0.0.0.0.0.0.1.1.6.6.5.5.1.2.3.20.h3.vichex.ca.,
685,6kgrxnreaaaa,0.0.0.0.0.0.1.1.6.6.6.5.1.2.3.20.h3.vichex.ca.,
686,6kgruaceaaaa,0.0.0.0.0.0.1.2.0.0.0.5.1.2.3.20.h3.vichex.ca.,
687,6kgruqceaaaa,0.0.0.0.0.0.1.2.0.0.1.5.1.2.3.20.h3.vichex.ca.,
688,6kgrvaceaaaa,0.0.0.0.0.0.1.2.0.0.2.5.1.2.3.20.h3.vichex.ca.,
689,6kgrvqceaaaa,0.0.0.0.0.0.1.2.0.0.3.5.1.2.3.20.h3.vichex.ca.,
690,6kgrwaceaaaa,0.0.0.0.0.0.1.2.0.0.4.5.1.2.3.20.h3.vichex.ca.,
691,6kgrwqceaaaa,0.0.0.0.0.0.1.2.0.0.5.5.1.2.3.20.h3.vichex.ca.,
692,6kgrxaceaaaa,0.0.0.0.0.0.1.2.0.0.6.5.1.2.3.20.h3.vichex.ca.,
693,6kgrucceaaaa,0.0.0.0.0.0.1.2.0.1.0.5.1.2.3.20.h3.vichex.ca.,
694,6kgrusceaaaa,0.0.0.0.0.0.1.2.0.1.1.5.1.2.3.20.h3.vichex.ca.,
695,6kgrvcceaaaa,0.0.0.0.0.0.1.2.0.1.2.5.1.2.3.20.h3.vichex.ca.,
696,6kgrvsceaaaa,0.0.0.0.0.0.1.2.0.1.3.5.1.2.3.20.h3.vichex.ca.,
697,6kgrwcceaaaa,0.0.0.0.0.0.1.2.0.1.4.5.1.2.3.20.h3.vichex.ca.,
698,6kgrwsceaaaa,0.0.0.0.0.0.1.2.0.1.5.5.1.2.3.20.h3.vichex.ca.,
699,6kgrxcceaaaa,0.0.0.0.0.0.1.2.0.1.6.5.1.2.3.20.h3.vichex.ca.,
700,6kgrueceaaaa,0.0.0.0.0.0.1.2.0.2.0.5.1.2.3.20.h3.vichex.ca.,
701,6kgruuceaaaa,0.0.0.0.0.0.1.2.0.2.1.5.1.2.3.20.h3.vichex.ca.,
702,6kgrveceaaaa,0.0.0.0.0.0.1.2.0.2.2.5.1.2.3.20.h3.vichex.ca.,
703,6kgrvuceaaaa,0.0.0.0.0.0.1.2.0.2.3.5.1.2.3.20.h3.vichex.ca.,
704,6kgrweceaaaa,0.0.0.0.0.0.1.2.0.2.4.5.1.2.3.20.h3.vichex.ca.,
705,6kgrwuceaaaa,0.0.0.0.0.0.1.2.0.2.5.5.1.2.3.20.h3.vichex.ca.,
706,6kgrxeceaaaa,0.0.0.0.0.0.1.2.0.2.6.5.1.2.3.20.h3.vichex.ca.,
707,6kgrugceaaaa,0.0.0.0.0.0.1.2.0.3.0.5.1.2.3.20.h3.vichex.ca.,
708,6kgruwceaaaa,0.0.0.0.0.0.1.2.0.3.1.5.1.2.3.20.h3.vichex.ca.,
709,6kgrvgceaaaa,0.0.0.0.0.0.1.2.0.3.2.5.1.2.3.20.h3.vichex.ca.,
710,6kgrvwceaaaa,0.0.0.0.0.0.1.2.0.3.3.5.1.2.3.20.h3.vichex.ca.,
711,6kgrwgceaaaa,0.0.0.0.0.0.1.2.0.3.4.5.1.2.3.20.h3.vichex.ca.,
712,6kgrwwceaaaa,0.0.0.0.0.0.1.2.0.3.5.5.1.2.3.20.h3.vichex.ca.,
713,6kgrxgceaaaa,0.0.0.0.0.0.1.2.0.3.6.5.1.2.3.20.h3.vichex.ca.,
714,6kgruiceaaaa,0.0.0.0.0.0.1.2.0.4.0.5.1.2.3.20.h3.vichex.ca.,
715,6kgruyceaaaa,0.0.0.0.0.0.1.2.0.4.1.5.1.2.3.20.h3.vichex.ca.,
